16, 20, PA3-G-Unknown-SampleReadingsTest.txt 0
  -75.23,   -47.25,   121.56
  -29.37,    -7.13,    67.90
  -70.53,     7.48,   113.93
   18.23,   -22.05,    97.94
    7.86,   -56.95,    51.35
  -22.26,     6.71,    46.77
  -11.86,   -28.37,   -77.40
    8.98,     6.82,   -39.93
   20.94,     4.52,   -98.58
    6.87,    -4.70,   -56.43
   25.31,    20.54,   -86.01
  -35.15,    18.75,   -82.31
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -49.45,   -41.62,   165.86
   -3.58,    -1.50,   112.20
  -44.74,    13.11,   158.23
   44.02,   -16.42,   142.24
   33.65,   -51.32,    95.65
    3.52,    12.34,    91.07
   -3.34,   -25.27,   -79.78
   17.02,     9.63,   -41.79
   29.53,     7.94,  -100.34
   15.10,    -1.75,   -58.41
   33.72,    23.85,   -87.58
  -26.77,    21.80,   -84.45
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -28.65,   -47.76,   106.74
   17.21,    -7.63,    53.08
  -23.95,     6.98,    99.11
   64.82,   -22.56,    83.13
   54.44,   -57.45,    36.53
   24.32,     6.21,    31.95
   -8.35,   -26.96,   -77.23
   11.87,     8.53,   -39.71
   23.98,     6.43,   -98.34
    9.97,    -3.02,   -56.22
   28.07,    22.52,   -85.76
  -32.36,    19.79,   -82.17
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -60.70,   -66.85,    87.71
  -14.84,   -26.73,    34.04
  -56.00,   -12.12,    80.08
   32.76,   -41.65,    64.09
   22.39,   -76.54,    17.49
   -7.74,   -12.89,    12.92
   -7.03,   -27.57,   -79.01
   13.38,     7.74,   -41.42
   25.29,     5.85,  -100.10
   11.41,    -3.74,   -57.96
   29.46,    21.87,   -87.47
  -30.97,    19.24,   -83.69
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -47.70,   -23.82,   188.12
   -1.84,    16.31,   134.46
  -43.00,    30.91,   180.49
   45.77,     1.38,   164.50
   35.39,   -33.51,   117.91
    5.27,    30.14,   113.33
   -4.87,   -26.03,   -76.96
   15.87,     8.94,   -39.23
   27.39,     7.48,   -98.00
   13.76,    -2.41,   -55.85
   31.68,    23.39,   -85.27
  -28.73,    20.88,   -81.11
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -14.96,   -38.03,   110.14
   30.90,     2.09,    56.47
  -10.26,    16.70,   102.51
   78.51,   -12.84,    86.52
   68.13,   -47.73,    39.92
   38.01,    15.93,    35.35
  -11.88,   -26.48,   -78.27
    8.72,     9.00,   -40.94
   20.32,     6.86,   -99.66
    6.66,    -2.56,   -57.42
   24.55,    22.94,   -87.12
  -35.85,    20.31,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -52.68,   -56.84,    95.48
   -6.82,   -16.72,    41.82
  -47.98,    -2.11,    87.85
   40.79,   -31.65,    71.86
   30.41,   -66.54,    25.27
    0.29,    -2.88,    20.69
  -13.00,   -27.50,   -77.46
    7.46,     7.84,   -39.93
   19.18,     5.99,   -98.64
    5.45,    -3.64,   -56.47
   23.36,    22.02,   -86.02
  -37.05,    19.27,   -82.04
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -39.86,   -34.43,   190.63
    6.00,     5.69,   136.96
  -35.16,    20.30,   183.00
   53.61,    -9.23,   167.01
   43.23,   -44.13,   120.41
   13.11,    19.53,   115.84
   -9.09,   -27.29,   -77.93
   11.33,     7.79,   -40.13
   23.69,     5.87,   -98.71
    9.38,    -3.65,   -56.71
   27.90,    21.84,   -86.03
  -32.58,    19.74,   -82.74
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -72.91,   -67.91,    97.83
  -27.05,   -27.79,    44.17
  -68.21,   -13.18,    90.20
   20.56,   -42.71,    74.21
   10.18,   -77.61,    27.62
  -19.94,   -13.95,    23.04
   -4.23,   -26.46,   -78.19
   16.38,     8.92,   -40.77
   28.39,     6.58,   -99.41
   14.34,    -2.65,   -57.25
   32.66,    22.65,   -86.86
  -27.80,    20.51,   -83.20
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -32.38,   -42.18,   173.31
   13.48,    -2.06,   119.65
  -27.68,    12.55,   165.68
   61.09,   -16.99,   149.69
   50.71,   -51.88,   103.10
   20.59,    11.78,    98.52
   -8.56,   -25.18,   -77.20
   12.34,     9.89,   -39.65
   24.00,     7.93,   -98.38
   10.19,    -1.56,   -56.20
   28.38,    23.91,   -85.75
  -32.06,    21.87,   -81.74
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -55.48,   -61.05,    89.53
   -9.62,   -20.93,    35.86
  -50.78,    -6.32,    81.90
   37.98,   -35.85,    65.91
   27.61,   -70.74,    19.31
   -2.52,    -7.09,    14.74
  -10.52,   -27.33,   -78.47
    9.74,     7.96,   -40.79
   21.95,     6.03,   -99.40
    7.83,    -3.53,   -57.34
   26.08,    22.05,   -86.75
  -34.37,    19.51,   -83.29
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -24.65,   -17.43,   155.01
   21.21,    22.69,   101.35
  -19.95,    37.30,   147.38
   68.82,     7.76,   131.40
   58.44,   -27.13,    84.80
   28.32,    36.53,    80.22
   -7.38,   -25.05,   -78.08
   13.77,    10.19,   -40.84
   25.27,     7.77,   -99.58
   11.52,    -1.37,   -57.30
   29.75,    23.81,   -87.07
  -30.69,    22.07,   -82.89
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -42.41,   -42.37,   104.02
    3.45,    -2.25,    50.36
  -37.71,    12.36,    96.39
   51.06,   -17.18,    80.40
   40.69,   -52.07,    33.81
   10.56,    11.59,    29.23
   -9.15,   -27.28,   -78.29
   11.33,     7.73,   -40.46
   23.29,     6.17,   -99.14
    9.33,    -3.64,   -57.08
   27.50,    22.10,   -86.40
  -32.94,    19.64,   -82.71
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -16.19,   -35.76,   136.03
   29.67,     4.37,    82.37
  -11.49,    18.98,   128.40
   77.28,   -10.56,   112.41
   66.90,   -45.45,    65.82
   36.78,    18.21,    61.24
  -13.52,   -25.41,   -78.94
    6.99,    10.09,   -41.59
   18.69,     7.94,  -100.30
    4.96,    -1.47,   -58.07
   22.89,    24.02,   -87.76
  -37.52,    21.36,   -83.75
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -34.78,   -40.90,   185.36
   11.08,    -0.78,   131.70
  -30.08,    13.83,   177.73
   58.69,   -15.71,   161.74
   48.32,   -50.60,   115.15
   18.19,    13.06,   110.57
   -9.51,   -25.16,   -77.20
   11.57,    10.19,   -40.03
   23.17,     7.61,   -98.74
    9.35,    -1.41,   -56.46
