16, 20, PA3-J-Unknown-SampleReadingsTest.txt 0
  -67.19,   -11.69,   154.38
  -21.25,    27.76,   101.06
  -62.35,    43.20,   146.61
   26.49,    13.38,   130.81
   15.91,   -22.03,    84.03
  -14.59,    42.40,    79.87
   -7.16,   -32.88,   -80.75
   12.11,     3.87,   -43.95
   24.54,     0.25,  -102.77
   10.98,    -8.37,   -60.01
   29.02,    16.16,   -90.61
  -31.49,    14.13,   -87.61
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -21.40,   -39.05,   138.94
   24.88,     0.93,    85.27
  -16.16,    15.15,   132.28
   72.13,   -14.21,   115.69
   62.11,   -48.99,    69.63
   31.89,    15.10,    64.69
   -3.34,   -30.85,   -82.92
   16.38,     5.66,   -45.27
   29.73,     1.60,  -104.16
   14.12,    -6.96,   -61.28
   33.54,    18.53,   -91.22
  -27.30,    15.20,   -89.06
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -34.95,   -17.49,    94.62
   11.01,    22.46,    40.44
  -29.91,    37.23,    86.92
   58.91,     7.46,    70.78
   48.46,   -26.55,    24.21
   18.20,    36.90,    19.70
   -2.20,   -32.88,   -82.05
   17.22,     4.16,   -45.91
   30.48,     0.81,  -104.04
   15.53,    -7.53,   -62.07
   34.35,    16.97,   -91.52
  -26.18,    14.42,   -89.86
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -55.56,   -40.47,    97.17
   -9.64,    -1.11,    42.68
  -50.48,    14.17,    88.89
   38.08,   -15.70,    73.21
   27.79,   -51.04,    26.58
   -2.47,    13.48,    22.21
   -6.82,   -32.47,   -81.12
   12.43,     5.01,   -44.56
   25.62,     0.06,  -103.43
   11.35,    -7.13,   -60.77
   30.39,    16.72,   -91.21
  -30.10,    14.96,   -88.77
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -59.77,   -46.10,   124.54
  -13.81,    -6.39,    70.76
  -55.19,     8.86,   117.06
   33.41,   -21.28,   101.48
   23.11,   -55.57,    54.86
   -6.61,     7.69,    50.35
   -5.88,   -28.68,   -83.05
   14.40,     7.86,   -45.60
   26.92,     4.34,  -104.17
   12.87,    -3.84,   -61.45
   31.14,    20.29,   -91.40
  -29.32,    18.43,   -89.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -27.51,   -11.74,   129.44
   18.58,    28.49,    75.97
  -22.65,    43.46,   121.33
   65.72,    13.98,   106.15
   55.38,   -20.94,    59.06
   25.68,    42.28,    55.01
   -7.61,   -30.20,   -82.61
   12.82,     6.55,   -46.77
   26.01,     1.97,  -104.89
   10.87,    -5.82,   -62.28
   29.37,    18.32,   -92.67
  -30.64,    16.23,   -90.29
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -51.01,   -15.24,   130.48
   -4.90,    24.47,    77.04
  -45.67,    38.83,   123.20
   42.86,     9.48,   107.24
   32.65,   -25.41,    60.18
    2.12,    38.35,    55.71
   -5.05,   -29.25,   -80.09
   14.48,     7.43,   -43.20
   28.20,     3.30,  -101.36
   13.02,    -4.96,   -59.72
   32.71,    20.38,   -89.45
  -28.16,    18.19,   -86.70
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -55.63,   -39.09,   165.71
   -9.43,     1.04,   111.96
  -50.86,    15.91,   158.28
   37.75,   -13.54,   142.22
   27.78,   -49.06,    95.53
   -1.88,    15.36,    90.88
   -6.11,   -31.07,   -81.38
   13.77,     5.94,   -45.28
   27.15,     2.04,  -104.08
   11.79,    -5.71,   -61.01
   30.87,    18.17,   -91.57
  -30.13,    15.55,   -89.14
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -86.60,   -27.38,    85.79
  -40.50,    13.60,    31.83
  -81.79,    27.71,    77.84
    6.58,    -1.60,    62.69
   -3.62,   -36.14,    16.13
  -34.16,    27.32,    11.22
   -9.28,   -28.94,   -81.46
    9.86,     7.22,   -45.00
   23.80,     3.40,  -103.80
    8.63,    -4.41,   -61.37
   27.45,    20.08,   -90.82
  -32.88,    18.23,   -88.05
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -88.23,   -46.35,   118.10
  -42.10,    -6.53,    64.23
  -83.74,     8.64,   109.77
    5.10,   -20.91,    94.08
   -4.85,   -56.01,    47.82
  -35.43,     7.54,    42.63
   -6.71,   -31.79,   -81.90
   12.61,     5.03,   -44.96
   25.45,     1.25,  -103.18
   10.50,    -7.41,   -61.19
   29.22,    17.56,   -90.53
  -30.58,    14.42,   -88.91
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -36.58,   -15.12,    98.54
    9.17,    25.38,    44.67
  -31.89,    39.40,    90.47
   56.19,    10.12,    74.50
   45.65,   -25.05,    28.50
   16.05,    39.14,    24.09
   -3.90,   -32.26,   -80.25
   16.75,     4.73,   -43.66
   29.43,     0.35,  -101.33
   14.72,    -7.35,   -59.79
   33.31,    16.91,   -89.27
  -27.38,    15.09,   -86.57
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -96.31,   -53.07,    98.18
  -50.01,   -12.71,    44.71
  -91.81,     1.96,    90.30
   -3.25,   -27.85,    74.06
  -13.15,   -62.65,    27.54
  -42.91,     1.19,    23.69
   -7.39,   -31.64,   -81.52
   12.93,     5.40,   -45.24
   25.53,     0.79,  -104.12
   11.17,    -6.61,   -61.42
   29.71,    17.47,   -91.93
  -31.27,    15.16,   -88.73
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -42.79,   -39.45,   103.31
    3.34,     0.99,    49.54
  -38.24,    14.98,    95.60
   50.78,   -14.54,    79.71
   39.77,   -49.21,    33.08
   10.19,    14.31,    28.30
   -7.10,   -31.96,   -83.30
   12.23,     4.03,   -46.15
   25.01,     0.17,  -104.96
   10.03,    -7.57,   -61.87
   29.28,    16.60,   -92.32
  -32.07,    13.72,   -89.54
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -59.47,   -23.95,   110.63
  -13.66,    16.05,    56.79
  -54.24,    30.31,   102.41
   34.66,     0.93,    86.59
   23.44,   -34.02,    40.30
   -6.75,    29.86,    35.81
   -5.03,   -28.41,   -79.76
   14.70,     8.00,   -42.90
   27.70,     3.92,  -101.35
   12.62,    -3.74,   -59.34
   31.45,    20.86,   -88.64
  -28.30,    18.62,   -86.61
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -34.70,   -36.96,   163.51
   10.94,     2.80,   109.91
  -30.08,    17.71,   155.61
   58.88,   -11.68,   139.47
   48.54,   -46.38,    93.19
   18.35,    17.24,    88.64
   -5.32,   -29.07,   -79.53
   14.08,     7.22,   -41.80
   27.67,     3.01,  -100.64
   11.63,    -4.52,   -58.79
   30.84,    19.50,   -88.61
  -29.31,    17.13,   -85.81
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -57.83,   -29.60,   156.80
  -11.90,    10.92,   103.73
  -53.21,    25.00,   148.95
   35.25,    -4.09,   133.43
   24.52,   -39.47,    86.74
   -4.77,    24.78,    81.76
   -1.76,   -31.80,   -81.78
   18.19,     5.11,   -43.99
   31.15,     1.32,  -102.88
   15.92,    -6.94,   -60.28
   34.92,    17.06,   -90.22
  -25.79,    15.49,   -88.18
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -77.39,   -53.31,   119.66
  -31.64,   -13.44,    65.50
  -73.35,     1.38,   111.44
   15.73,   -28.75,    96.21
    5.01,   -63.61,    49.00
  -25.38,     0.64,    44.84
   -5.49,   -31.96,   -81.23
